id,time,event,option1,sector,label,nr_jobs
1041,32.0849,Baidu,Sr Research Dev Eng,search,social_media,6
1041,33.2521,Google,Software Eng,search,social_media,6
1041,35.926,Twitter,Sr Software Eng,social_media,social_media,6
1041,37.4219,Twitter,Staff Software Eng,social_media,social_media,6
1041,37.926,Twitter,Eng Manage,social_media,social_media,6
1044,22.0,Amazon,Software Dev Eng,ecommerce,social_media,2
1044,24.2521,Twitter,Sr Software Eng,social_media,social_media,2
1046,31.0,Microsoft,Applied Research,saas,social_media,2
1046,32.7534,Facebook,Research Science,social_media,social_media,2
1047,29.0,Arizona State University,Software Dev,research,saas,2
1047,31.0,Salesforce,Software Eng,saas,saas,2
1049,24.0,Oracle,Sr Member Tech Staff,enterprise,hardware,2
1049,30.8356,Huawei,Architect,hardware,hardware,2
1050,28.0,IBM,Software Eng,consulting,ecommerce,4
1050,31.4164,eBay,Member Tech Staff1 Software Eng,ecommerce,ecommerce,4
1050,35.4192,eBay,Manage Site Operation,ecommerce,ecommerce,4
1050,35.7534,eBay,Manage Site Operation 2,ecommerce,ecommerce,4
1051,31.0,IBM,Software Dev,consulting,ecommerce,4
1051,33.4219,IBM,Software Dev Manage,consulting,ecommerce,4
1051,36.4247,IBM,Sr Software Eng,consulting,ecommerce,4
1051,41.0082,eBay,Member Tech Staff2 Software Eng,ecommerce,ecommerce,4
1052,25.0,Tencent,Software Eng,ecommerce,hardware,2
1052,26.5836,Intel,Tech Manage,hardware,hardware,2
1054,26.0,Symantec,Software Eng,enterprise,enterprise,3
1054,26.6685,Apple,Sr Software Eng,hardware,enterprise,3
1054,30.2548,Oracle,Principal Member Tech Staff,enterprise,enterprise,3
1055,28.0,Yahoo,Sr Staff Research Communications Communities,search,research,2
1055,29.4137,Microsoft Research,Research Manage Research Team Lead FUSE Lab,research,research,2
1059,22.0,Google,Sr Tech Account Manage,search,internet,3
1059,25.1699,YouTube,Partner Tech Manage,internet,internet,3
1059,26.0849,YouTube,Partner Product Manage,internet,internet,3
1060,28.0,Infosys,Software Eng,consulting,hardware,2
1060,31.0877,Qualcomm,Eng Intern,hardware,hardware,2
1062,26.0,Arizona State University,Research Assistant,research,internet,2
1062,30.8384,Uber,Software Eng,internet,internet,2
1063,24.0,Yahoo,Sr Eng Manage,search,social_media,3
1063,31.4219,LinkedIn,Director Eng,social_media,social_media,3
1063,32.0055,LinkedIn,Director Market Solution Eng,social_media,social_media,3
1065,22.0,Microsoft,Software Eng Microsoft Business Division,saas,social_media,5
1065,24.5836,Microsoft,Software Eng Microsoft Lync,saas,social_media,5
1065,29.5014,Twitter,Sr Software Eng Tweet Anatomy,social_media,social_media,5
1065,30.4192,Twitter,Eng Manage Growth,social_media,social_media,5
1065,31.8384,Twitter,Sr Software Eng Media Platform,social_media,social_media,5
1066,24.0,Google,Software Eng,search,enterprise,4
1066,30.8384,Pinterest,Software Eng,social_media,enterprise,4
1066,31.4247,Apple,Software EngV,hardware,enterprise,4
1066,34.0904,Oracle,Consult Member Tech Staff,enterprise,enterprise,4
1067,31.0,Georgia Institute Tech,Graduate Research Assistant,research,hardware,3
1067,32.6658,Apple,HaResearch Devware Test System Eng,hardware,hardware,3
1067,34.1699,Apple,Software Eng Apps,hardware,hardware,3
1073,28.0,Microsoft,Software Design Eng,saas,social_media,5
1073,32.6685,Microsoft,Sr Dev Lead,saas,social_media,5
1073,34.0027,Microsoft,Principal Eng Manage,saas,social_media,5
1073,36.5096,Microsoft,Principal Eng Manage,saas,social_media,5
1073,41.0082,LinkedIn,Head Streams Infrastructure,social_media,social_media,5
1074,22.0,NVIDIA,Tool Dev Eng,hardware,research,2
1074,24.0877,University Southern California,Student Program,research,research,2
1075,30.0,Amazon,Software Dev Eng Intern,ecommerce,search,2
1075,30.6712,Yahoo,Data Science Software Eng,search,search,2
1077,26.0,Google,Eng Intern,search,social_media,6
1077,27.0027,Microsoft,Software Dev Eng,saas,social_media,6
1077,29.4219,Microsoft,Software Dev Eng,saas,social_media,6
1077,31.6767,LinkedIn,Sr Software Eng,social_media,social_media,6
1077,32.8384,LinkedIn,Staff Software Eng,social_media,social_media,6
1077,33.7616,LinkedIn,Eng Manage,social_media,social_media,6
1078,31.0,UC Berkeley,Graduate Student Instructor,research,social_media,2
1078,32.8329,LinkedIn,Sr Data Science Business Analyst Data Science,social_media,social_media,2
1080,24.0,Microsoft,Software Dev Engn Test,saas,enterprise,2
1080,25.5041,VMware,Sr Member Tech Staff,enterprise,enterprise,2
1083,26.0,Yahoo,Sr Database Eng,search,social_media,2
1083,31.2548,LinkedIn,Lead Staff Database Eng,social_media,social_media,2
1085,29.0,Qualcomm,Software Eng,hardware,hardware,3
1085,31.4986,Qualcomm,Sr Software Eng,hardware,hardware,3
1085,32.4986,Apple,Software Develop Eng,hardware,hardware,3
1086,31.0,Intel,Software Eng,hardware,hardware,3
1086,32.4219,Qualcomm,Software Eng,hardware,hardware,3
1086,34.7562,Qualcomm,Sr Applied Eng,hardware,hardware,3
1087,26.0,eBay,Staff Software Eng Applied Research,ecommerce,internet,3
1087,29.0,eBay,Member Tech Staff Trust Science,ecommerce,internet,3
1087,30.7562,PayPal,Data Science Risk Compliance,internet,internet,3
1088,22.0,Cisco,Software Eng Contracting,enterprise,ecommerce,4
1088,25.0849,VMware,Hybrid Cloud Software Eng Contracting,enterprise,ecommerce,4
1088,25.6712,VMware,Member Tech Staff Support Eng,enterprise,ecommerce,4
1088,26.9205,eBay,Member Tech Staff Software Eng,ecommerce,ecommerce,4
1091,29.0,Microsoft Research Asia,Research Intern,research,consulting,3
1091,31.0877,University Massachusetts Amherst,Research Assistant,research,consulting,3
1091,36.0904,IBM,Research Science,consulting,consulting,3
1092,22.0,Intel,Research Intern,hardware,search,2
1092,23.1699,Yahoo,Sr Software Eng,search,search,2
1093,22.0,VMware,Member Tech Staff,enterprise,search,2
1093,23.0849,Google,Software Eng,search,search,2
1095,31.0,HewlettP,Product Specialist,hardware,search,6
1095,31.8329,HewlettP,Global Account Manage,hardware,search,6
1095,37.3397,Groupon,National Sale Director,ecommerce,search,6
1095,38.7562,Amazon,Sr BD Manage Market Place,ecommerce,search,6
1095,40.1753,Baidu,Manage KA BDEcommerce Dept,search,search,6
1095,40.8384,Baidu,Head BD Baidu Connect___ MSG,search,search,6
1098,24.0,Amazon,Software Dev Eng Intern,ecommerce,social_media,4
1098,25.0,VMware,Member Tech Staff intern,enterprise,social_media,4
1098,26.2521,LinkedIn,Software Eng,social_media,social_media,4
1098,27.2521,LinkedIn,Sr Software Eng,social_media,social_media,4
1102,30.0,Huawei,Solution Manage,hardware,ecommerce,2
1102,34.0027,Alibaba,Product Expert,ecommerce,ecommerce,2
1104,24.0,BEA System,Staff Software Eng,enterprise,internet,5
1104,32.0055,salesforcecom,Principal Member Tech Staff,saas,internet,5
1104,36.5918,salesforcecom,Architect,saas,internet,5
1104,37.7589,Twitter,Staff Software Eng,social_media,internet,5
1104,40.011,Lyft,Software Eng,internet,internet,5
1105,30.0,Yahoo,Sr Research Eng,search,saas,2
1105,34.2493,Microsoft,Applied Research,saas,saas,2
1108,28.0,VMware,Sr Software Manage NSX Performance Eng,enterprise,enterprise,2
1108,30.0,NetApp,Sr Manage Performance Eng Cloud Solution Group,enterprise,enterprise,2
1109,24.0,Microsoft Research Asia,Research Intern,research,saas,2
1109,25.0877,Microsoft,Software Dev Eng Intern,saas,saas,2
1112,26.0,Google,Software Eng,search,social_media,2
1112,27.0822,LinkedIn,Sr Software Eng,social_media,social_media,2
1114,24.0,Sun MicroSystem,Software Eng Manage,enterprise,enterprise,3
1114,26.2493,Sun MicroSystem,Sr Software Eng Manage,enterprise,enterprise,3
1114,30.4219,Oracle,Sr Eng Manage,enterprise,enterprise,3
1116,26.0,Huawei,Software Eng,hardware,enterprise,2
1116,29.3315,Trend Micro,Tech Lead,enterprise,enterprise,2
1119,26.0,HewlettP,Software Dev intern,hardware,enterprise,2
1119,27.0,Symantec,Assoc Software Eng,enterprise,enterprise,2
1120,25.0,LinkedIn,Sr Web Dev,social_media,search,2
1120,25.9151,Google,Software Eng AngularJS,search,search,2
1122,31.0,Yahoo,Software Eng,search,saas,3
1122,33.589,Amazon,Software Dev Eng,ecommerce,saas,3
1122,37.5918,Netflix,Sr Software Eng,saas,saas,3
1123,24.0,Amazon,Software Eng,ecommerce,internet,5
1123,26.4986,Amazon,Software Eng AWS,ecommerce,internet,5
1123,28.2548,Twitter,Staff Software Eng,social_media,internet,5
1123,30.9205,Uber,Sr Software Eng,internet,internet,5
1123,31.5014,Uber,Eng Manage,internet,internet,5
1125,31.0,Tata Consultancy Service,Assistant Software Eng,consulting,enterprise,5
1125,31.6712,Oracle,Member Tech Staff,enterprise,enterprise,5
1125,33.8329,Oracle,Sr Member Tech Staff,enterprise,enterprise,5
1125,37.2548,Oracle,Principal Member Tech Staff,enterprise,enterprise,5
1125,41.5918,Oracle,Software Dev Manage,enterprise,enterprise,5
1127,22.0,Microsoft,IT Pressional Intern,saas,consulting,2
1127,23.4192,IBM,Software Eng Intern,consulting,consulting,2
1138,30.0,Facebook,Software Eng Intern,social_media,social_media,2
1138,30.8329,LinkedIn,Software Eng,social_media,social_media,2
1139,28.0,Alibaba,Research Eng,ecommerce,search,2
1139,29.7479,Yahoo,Software Dev Eng,search,search,2
1140,28.0,Baidu,Sr Software Eng,search,ecommerce,2
1140,31.6685,Amazon,Software Dev Engoftware Dev EngI,ecommerce,ecommerce,2
1141,26.0,University WisconsinMadison,Teaching Assistant,research,saas,2
1141,28.9178,Microsoft,Software Eng,saas,saas,2
1143,26.0,salesforcecom,Performance Eng Intern,saas,internet,6
1143,27.1699,salesforcecom,Member Tech Staff Core Infrastructure,saas,internet,6
1143,28.8356,salesforcecom,Sr Member Tech Staff Search Infrastructure,saas,internet,6
1143,30.1699,salesforcecom,Sr Member Tech Staff Core Infrastructure,saas,internet,6
1143,31.0877,Facebook,Software Eng,social_media,internet,6
1143,33.4247,Uber,Sr Software Eng,internet,internet,6
1144,26.0,Cisco,Software Eng,enterprise,search,4
1144,27.2521,Yahoo,Software Eng,search,search,4
1144,28.0849,Oracle,Sr Software Eng,enterprise,search,4
1144,31.337,Google,Software Eng,search,search,4
1147,30.0,Cisco,Sr Tech Lead,enterprise,social_media,2
1147,41.7562,Twitter,Platform Eng Staff Software Eng,social_media,social_media,2
1148,26.0,LinkedIn,Software Eng Mobile,social_media,internet,4
1148,27.3315,LinkedIn,Sr Software Eng Mobile,social_media,internet,4
1148,29.0027,Uber,Mobile Software Eng,internet,internet,4
1148,29.4986,Uber,Eng Manage,internet,internet,4
1150,28.0,Yahoo,Sr Research Eng,search,search,5
1150,29.7507,YouTube,Sr Software Eng Abuse team,internet,search,5
1150,33.4219,YouTube,Sr Software Eng Personalization team,internet,search,5
1150,34.6767,Google,Sr Software Eng Measurement Market Tech,search,search,5
1150,36.0877,Google,Sr Software Eng Play Music Recommendations,search,search,5
1151,29.0,IBM,Research Staff Member,consulting,ecommerce,4
1151,34.7507,IBM,Research Science,consulting,ecommerce,4
1151,37.1726,Google,Sr Statistician,search,ecommerce,4
1151,38.2575,Alibaba,Sr Staff Data Science Director,ecommerce,ecommerce,4
1152,28.0,University Southern California,Research Assistant,research,search,2
1152,34.0877,Google,Software Eng,search,search,2
1157,26.0,Intel,Software Eng,hardware,saas,6
1157,27.7507,IBM,Software Eng,consulting,saas,6
1157,29.4219,IBM,Staff Software Eng,consulting,saas,6
1157,32.9205,IBM,Advisory Software Eng,consulting,saas,6
1157,35.4274,Microsoft,Software Dev Eng,saas,saas,6
1157,37.0082,Microsoft,Sr Software Dev Eng,saas,saas,6
1158,29.0,Google,Software Eng Intern,search,search,3
1158,29.337,Carnegie Mellon University,Teaching Assistant,research,search,3
1158,29.6712,Google,Software Eng,search,search,3
1159,26.0,Apple,Sr Tech Consult,hardware,consulting,3
1159,26.5863,EMC,Sr Solution Architect,enterprise,consulting,3
1159,27.0877,Accenture,Associate Tech Manage,consulting,consulting,3
1161,24.0,Arizona State University,Research Assistant,research,saas,2
1161,26.0027,salesforcecom,Sr Member Tech Staff,saas,saas,2
1162,30.0,Cisco,Sr Manage Security Applied IPS,enterprise,enterprise,4
1162,33.2521,Cisco,Director Eng,enterprise,enterprise,4
1162,33.6712,Juniper Networks,Sr Director Eng,enterprise,enterprise,4
1162,34.337,Juniper Networks,Vice President Eng,enterprise,enterprise,4
1165,24.0,IBM,DW architect Delivery Manage,consulting,hardware,4
1165,25.2438,HewlettP,Operational Manage Business Intelligence SupplyChain,hardware,hardware,4
1165,26.4986,HewlettP,DW Program Manage,hardware,hardware,4
1165,27.1644,HewlettP,Delivery Manage Global Analyst,hardware,hardware,4
1166,25.0,Cisco,Analyst Business Intelligence ,enterprise,enterprise,6
1166,27.0027,Autodesk,License Report Analyst,saas,enterprise,6
1166,28.0027,Autodesk,Reporting Analyst Business Analyst _ GBS,saas,enterprise,6
1166,31.0877,Autodesk,Business Process Analyst,saas,enterprise,6
1166,33.2548,Autodesk,BI Analyst,saas,enterprise,6
1166,37.0904,NetApp,Data Governance Consult,enterprise,enterprise,6
1167,25.0,Informix,Software Eng,enterprise,enterprise,2
1167,27.2493,Sun MicroSystem,Software Dev,enterprise,enterprise,2
1169,26.0,StanfoResearch Dev University,Teaching Assistant,research,social_media,2
1169,26.3315,Facebook,Data Science,social_media,social_media,2
1173,30.0,Autodesk,Build Release Lead,saas,enterprise,2
1173,34.4192,EMC,Sr Software Eng,enterprise,enterprise,2
1181,30.0,IBM,Research Intern,consulting,saas,2
1181,32.1671,Microsoft,Sr Research Research Manage,saas,saas,2
1182,29.0,Amazon,Software Dev Eng,ecommerce,social_media,2
1182,32.7507,Facebook,Software Eng,social_media,social_media,2
1184,25.0,Microsoft,Sr Science Maps Local Search Conversational Understing,saas,hardware,3
1184,27.4192,Apple,Sr Research Science Maps Evaluation,hardware,hardware,3
1184,28.4986,Apple,Manage Maps Evaluation,hardware,hardware,3
1186,25.0,Amazon,Software Eng Intern,ecommerce,social_media,2
1186,26.0849,Facebook,Software Eng,social_media,social_media,2
1188,26.0,Sun MicroSystem,Intern,enterprise,enterprise,3
1188,26.8301,Sun MicroSystem,Sr Software Eng Solaris NIC Team,enterprise,enterprise,3
1188,30.7507,Oracle,Sr Software Eng Solaris IO Team,enterprise,enterprise,3
1189,29.0,Yahoo,Research Intern,search,search,3
1189,29.4959,Carnegie Mellon University,PhD Cidate,research,search,3
1189,35.8356,Google,Eng,search,search,3
1190,26.0,Sun MicroSystem,Manage Software Eng,enterprise,ecommerce,3
1190,30.0027,Yahoo,Sr Eng Manage,search,ecommerce,3
1190,31.7507,Tencent,Sr Director Eng Media Portal Dept,ecommerce,ecommerce,3
1191,25.0,Infosys,Program Analyst,consulting,ecommerce,4
1191,26.2493,Apple,Sr Data warehouse Consult,hardware,ecommerce,4
1191,29.8356,Cisco,Sr Data Warehouse Consult Tech Lead,enterprise,ecommerce,4
1191,31.9205,eBay,Team Lead Member Tech Staff,ecommerce,ecommerce,4
1195,30.0,StanfoResearch Dev University,Consult Associate Professor,research,ecommerce,3
1195,37.5014,eBay,Principal Product Manage,ecommerce,ecommerce,3
1195,40.0082,eBay,Director Eng,ecommerce,ecommerce,3
1198,24.0,HewlettP,Software Design Operation Analyst Operationa,hardware,enterprise,2
1198,25.1644,Cisco,Software Eng Contractor,enterprise,enterprise,2
1201,24.0,IBM,Distinguished Research Staff Member,consulting,search,2
1201,37.8411,Google,Tech Lead Manage,search,search,2
1202,30.0,Intel,Research,hardware,hardware,4
1202,30.4192,Microsoft Research,Research,research,hardware,4
1202,31.4192,University Washington,Research Assistant,research,hardware,4
1202,35.1699,Nokia,Sr Research,hardware,hardware,4
1205,26.0,IBM,Research Intern TJ Watson Research Center Hawthorne NY,consulting,social_media,6
1205,28.0027,IBM,Extreme Blue Speed Team Member TJ Watson Research Center Yorktown Heights NY,consulting,social_media,6
1205,29.0849,Amazon,Software Eng,ecommerce,social_media,6
1205,33.1726,Microsoft,Sr Applied Research,saas,social_media,6
1205,37.0082,LinkedIn,Sr Research Eng,social_media,social_media,6
1205,38.1753,Facebook,Research Science,social_media,social_media,6
1207,31.0,Sun MicroSystem,Intern,enterprise,consulting,7
1207,31.5863,IBM,Intern,consulting,consulting,7
1207,32.0822,IBM,Software Eng,consulting,consulting,7
1207,35.0849,IBM,Staff Software Eng,consulting,consulting,7
1207,37.0849,IBM,Advisory Software Eng,consulting,consulting,7
1207,38.7534,IBM,Advisory Software Eng,consulting,consulting,7
1207,41.2575,IBM,Sr Software Eng,consulting,consulting,7
1213,30.0,Google,Eng Intern,search,search,3
1213,30.337,Motorola,Software Eng,hardware,search,3
1213,31.337,Google,Software Eng,search,search,3
1215,30.0,Microsoft,Software Dev Eng,saas,enterprise,3
1215,33.4986,Microsoft,Sr Software Dev Eng,saas,enterprise,3
1215,36.0849,Cisco,Tech Lead,enterprise,enterprise,3
1217,25.0,Qualcomm,Sr Software Eng,hardware,hardware,2
1217,29.0849,Apple,Firmware Eng,hardware,hardware,2
1218,26.0,Amazon,Software Eng,ecommerce,search,2
1218,29.3342,Google,Staff Software Eng Tech Lead,search,search,2
1221,31.0,Microsoft,Sotfware Design Eng,saas,search,7
1221,33.589,Microsoft,Software Eng Lead,saas,search,7
1221,36.0055,Microsoft,Sr Software Design Eng,saas,search,7
1221,37.8438,Microsoft,Sr Software Design Eng,saas,search,7
1221,39.6767,Microsoft,Sr Software Design Eng,saas,search,7
1221,42.2603,Microsoft,Principal Software Design Eng,saas,search,7
1221,46.1781,Google,Software Eng,search,search,7
1223,26.0,IBM,Manage Software Dev for Pureflex System x,consulting,saas,3
1223,28.0877,IBM,Manage Software Dev for Flash Storage Cloud Storage Solution,consulting,saas,3
1223,29.7562,Microsoft,Sr Program Manage Linux OSS on Azure,saas,saas,3
1224,25.0,Microsoft,Program Manage,saas,search,2
1224,29.674,Baidu,Sr Product Manage Lead Mobile Browser,search,search,2
1226,29.0,Intel,Sr Software Eng,hardware,hardware,4
1226,39.1753,Intel,Research Science,hardware,hardware,4
1226,40.8466,Twitter,Sr Software Eng,social_media,hardware,4
1226,41.7616,Apple,Sr Software Eng,hardware,hardware,4
1227,28.0,Apple,Eng Manage,hardware,internet,2
1227,31.8356,Airbnb,Software Eng,internet,internet,2
1232,28.0,Rocket Fuel Inc,Rocket Fuel Science,internet,search,2
1232,28.9178,Google,Software Eng,search,search,2
1234,25.0,IBM,Software Eng,consulting,ecommerce,3
1234,29.8356,Microsoft,Software Dev Eng,saas,ecommerce,3
1234,34.8384,Amazon,Software Dev Eng,ecommerce,ecommerce,3
1240,22.0,Amazon,Software Dev Eng Recommendations System Item Authority,ecommerce,saas,4
1240,24.9151,Amazon,Manage Software Dev Tech Lead Eng Amazon Personalization Networks,ecommerce,saas,4
1240,26.0877,Microsoft,Program Manage Live Search Relevance,saas,saas,4
1240,26.4219,Netflix,Sr Manage Software Eng Applied Personalization Algorithm,saas,saas,4
1241,25.0,Sun MicroSystem,Sun Solution Center Architect,enterprise,enterprise,3
1241,29.0849,Oracle,Oracle Virtualization Product Applied Specialist China Lead,enterprise,enterprise,3
1241,32.2548,Symantec,APJ Partner Solution System Eng,enterprise,enterprise,3
1243,30.0,Amazon,Software Dev Eng Intern,ecommerce,search,2
1243,30.8329,Google,Software Eng,search,search,2
1246,25.0,Yahoo,Front End Eng,search,social_media,6
1246,26.0,Yahoo,Mobile Front End Eng,search,social_media,6
1246,26.7479,Twitter,Software Eng,social_media,social_media,6
1246,27.337,Twitter,Sr Software Eng,social_media,social_media,6
1246,29.5836,Twitter,Eng Manage,social_media,social_media,6
1246,30.5014,Twitter,Sr Software Eng,social_media,social_media,6
1249,31.0,Google,Contract Dev for JatoVM Google Summer Code 2011,search,hardware,2
1249,32.0027,Qualcomm,Interim Associate Eng,hardware,hardware,2
1250,29.0,Microsoft Research,Research Intern,research,social_media,3
1250,29.8329,Facebook,Software Eng Intern,social_media,social_media,3
1250,30.5014,Facebook,Research Science Software Eng,social_media,social_media,3
1252,22.0,Siebel System,Sr Software Eng,enterprise,enterprise,2
1252,26.4219,Oracle,Principal Consult,enterprise,enterprise,2
1254,29.0,Microsoft,Software Dev Eng Intern,saas,social_media,3
1254,30.0849,Google,Software Eng Intern,search,social_media,3
1254,31.337,Facebook,Software Eng,social_media,social_media,3
1256,26.0,Georgia Institute Tech,Graduate Student Teaching Assistant,research,saas,4
1256,27.7507,Salesforce,Associate Member Tech Staff,saas,saas,4
1256,28.7507,Salesforce,Member Tech Staff,saas,saas,4
1256,30.0027,Salesforce,Sr Member Tech Staff,saas,saas,4
1257,31.0,Microsoft Research Asia,Research Intern,research,social_media,4
1257,32.0849,University WisconsinMadison,Teaching Assistant,research,social_media,4
1257,32.5041,University WisconsinMadison,Research Assistant,research,social_media,4
1257,34.0027,Facebook,Software Eng,social_media,social_media,4
1262,24.0,IBM,Software Eng SAS RAID Storage Firmware Dev,consulting,enterprise,2
1262,25.7479,EMC,Director Eng Platforms,enterprise,enterprise,2
1263,24.0,Oracle,Principal User Interface Design,enterprise,enterprise,4
1263,30.5096,SAP,Principal User Experience Design,enterprise,enterprise,4
1263,31.5096,Oracle,Sr Manage HCM User Experience,enterprise,enterprise,4
1263,36.6795,Oracle,Director Applied User Experience,enterprise,enterprise,4
1264,30.0,Amazon,Software Dev Eng,ecommerce,search,2
1264,34.0877,Yahoo,Software Dev Intern,search,search,2
1265,31.0,Microsoft Research Asia,Research intern long term,research,social_media,5
1265,32.1671,Georgia Institute Tech,PhD student,research,social_media,5
1265,39.1726,Microsoft,Software Eng,saas,social_media,5
1265,40.5918,Google,Sr Software Eng,search,social_media,5
1265,43.0082,Pinterest,Software Eng Tech Lead,social_media,social_media,5
1268,31.0,Oracle,Sr Web Technologist,enterprise,search,4
1268,33.5014,Yahoo,Sr Tech Yahoo,search,search,4
1268,38.1753,Yahoo,Sr Eng Manage,search,search,4
1268,43.4219,Yahoo,Sr Eng Manage,search,search,4
1271,30.0,University WisconsinMadison,Research Assistant,research,social_media,4
1271,33.8356,Yahoo,Research Science,search,social_media,4
1271,37.8384,LinkedIn,Staff Eng Applied Research,social_media,social_media,4
1271,40.4247,LinkedIn,Sr Staff Eng Applied Research,social_media,social_media,4
1273,26.0,IBM,Eng,consulting,enterprise,2
1273,27.0,Sun MicroSystem,Fellow CTO Client Software Group,enterprise,enterprise,2
1277,22.0,Motorola,Software Eng,hardware,saas,5
1277,23.4164,Intel,Sr Software Eng,hardware,saas,5
1277,31.5041,PayPal,Principal Software Eng,internet,saas,5
1277,35.6767,PayPal,Software Dev Manage,internet,saas,5
1277,37.926,Microsoft,Principal Dev Manage,saas,saas,5
1278,31.0,Google,Software Eng Intern,search,ecommerce,4
1278,32.0,eBay,Research Intern,ecommerce,ecommerce,4
1278,32.9151,Yahoo,Research Intern,search,ecommerce,4
1278,34.0,Alibaba,Research Intern,ecommerce,ecommerce,4
1280,24.0,NVIDIA,Software Eng Intern,hardware,ecommerce,3
1280,24.9178,Tencent,Software Eng Intern,ecommerce,ecommerce,3
1280,25.2493,Tencent,Software Eng,ecommerce,ecommerce,3
1281,24.0,Microsoft,Software Dev Eng Intern,saas,social_media,2
1281,24.5808,Facebook,Software Eng Intern,social_media,social_media,2
1282,29.0,IBM,Advisory Software Eng,consulting,saas,3
1282,35.1699,Microsoft,Software Dev Eng,saas,saas,3
1282,37.5096,Microsoft,Sr Software Dev Eng,saas,saas,3
1284,31.0,Lenovo,Project Manage,hardware,search,2
1284,35.0877,Yahoo,Manage,search,search,2
1285,29.0,Microsoft,Principal Software Architect Windows Mobile,saas,internet,7
1285,29.8301,Microsoft,Principal Software Architect Mobile,saas,internet,7
1285,31.3342,Microsoft,Principal Dev Manage OneApp Mobile App Platform,saas,internet,7
1285,33.4219,Microsoft,Principal Software Architect Azure Mobile Service,saas,internet,7
1285,34.0027,Microsoft,Principal Dev Manage Big Data Analyst with Hadoop,saas,internet,7
1285,37.5014,Amazon,General Manage Amazon Machine Learning,ecommerce,internet,7
1285,39.1726,Uber,Head Machine Learning,internet,internet,7
1286,28.0,Arizona State University,Graduate Research Associate,research,consulting,2
1286,34.337,IBM,Research Staff Member,consulting,consulting,2
1287,24.0,The Ohio State University,Graduate Research Associate,research,search,2
1287,30.0877,Google,Software Eng,search,search,2
1289,29.0,IBM,Sr Business Solution Pressional,consulting,consulting,4
1289,32.0027,IBM,Insurance SOA Solution Business Dev Lead,consulting,consulting,4
1289,34.0055,IBM Software Group,Worldwide Insurance Information Solution Business Case Lead,consulting,consulting,4
1289,38.5041,IBM Software Group,Executive Industry Consult,consulting,consulting,4
1290,29.0,Yahoo,Software Dev,search,enterprise,2
1290,33.4219,NetApp,Member Tech Staff,enterprise,enterprise,2
1300,30.0,Microsoft,Sr Research Software Dev Eng,saas,internet,3
1300,35.2521,Apple,Principal Data Science Tech Lead,hardware,internet,3
1300,37.5014,PayPal,Director Data Science,internet,internet,3
1302,31.0,Microsoft Research,Principal Research,research,search,2
1302,43.8384,Google,Research Science,search,search,2
1303,22.0,Microsoft,Research Intern,saas,saas,3
1303,23.0027,Google,Software Eng Intern,search,saas,3
1303,24.0027,Microsoft,Software Dev Eng Intern,saas,saas,3
1304,22.0,Yahoo,Software Eng Mobile Devices group,search,social_media,4
1304,24.0027,Yahoo,Sr Software Engnfrastructure,search,social_media,4
1304,29.0055,Yahoo,Tech Lead Eng Manage Platform Division,search,social_media,4
1304,31.0904,Facebook,Software Eng,social_media,social_media,4
1305,28.0,Amazon,Software Dev Eng Kindle Platform,ecommerce,social_media,5
1305,32.0027,Amazon,Sr Software Dev Eng Kindle Platform,ecommerce,social_media,5
1305,32.3397,Amazon,Software Dev Manage Kindle Fire,ecommerce,social_media,5
1305,35.3425,Amazon,Software Dev Manage Kindle Product Amazon FreeTime,ecommerce,social_media,5
1305,37.0055,Twitter,Sr Manage Software Eng,social_media,social_media,5
1308,30.0,VMware,Sr Eng Manage,enterprise,enterprise,3
1308,34.0027,NetApp,Sr Eng Manage ONTAP,enterprise,enterprise,3
1308,37.3397,NetApp,Sr Eng Manage FlashRay MarsOS,enterprise,enterprise,3
1309,22.0,Amazon,Software Eng,ecommerce,social_media,3
1309,23.2521,Microsoft,Sr Software Eng Manage,saas,social_media,3
1309,28.2548,Facebook,Software Eng,social_media,social_media,3
1310,30.0,Georgia Institute Tech,Research Teaching Assistant,research,internet,3
1310,31.4192,Twitter,Software Eng,social_media,internet,3
1310,32.2521,YouTube,Software Eng,internet,internet,3
1314,22.0,Oracle,Tech Consult Data Eng,enterprise,research,2
1314,24.0877,Carnegie Mellon University,Research Assistant,research,research,2
1315,25.0,HewlettP,Software QA Eng,hardware,hardware,2
1315,26.3342,Apple,Software QA Eng System Analyst,hardware,hardware,2
1316,24.0,Amazon,Software Dev Eng,ecommerce,search,2
1316,24.7507,Google,Software Eng,search,search,2
1319,31.0,Baidu,Sr Software Eng,search,social_media,2
1319,34.5041,Facebook,Software Eng,social_media,social_media,2
1321,22.0,Amazon,Sr Manage Software Dev,ecommerce,social_media,2
1321,23.2493,Facebook,Eng Manage,social_media,social_media,2
1322,29.0,Sun MicroSystem,Software Eng Intern,enterprise,hardware,5
1322,30.3315,Intel,Software Eng,hardware,hardware,5
1322,30.8329,Intel,Sr Software Eng,hardware,hardware,5
1322,35.0027,EMC,Associate Principal Eng,enterprise,hardware,5
1322,38.337,Intel,Sr Software Eng,hardware,hardware,5
1324,30.0,Northeastern University,Graduate Student,research,social_media,3
1324,36.3397,Yahoo,Applied Science,search,social_media,3
1324,39.0055,LinkedIn,Sr Software Eng,social_media,social_media,3
1325,25.0,Arizona State University,Research Associate Teaching Assistant,research,saas,2
1325,28.0027,Microsoft,Software Dev Eng,saas,saas,2
